Active,FirstName,LastName,GenderAsString,CantonName,CantonAbbreviation,CouncilName,ParlGroupName,ParlGroupAbbreviation,PartyName,PartyAbbreviation,MaritalStatusText,BirthPlace_City,BirthPlace_Canton,Mandates,DateJoining,DateLeaving,Citizenship,DateOfBirth,DateOfDeath
1,Karin,Keller-Sutter,f,St. Gallen,SG,Ständerat,FDP-Liberale Fraktion,RL,FDP.Die Liberalen,FDP-Liberale,verheiratet,Niederuzwil,St. Gallen,Legislative der Gemeinde Wil (SG): von Januar 1993 bis April 2000; Gemeinderatspräsidentin Wil (SG): von Januar 1997 bis Januar 1998; Kantonsrätin: von Mai 1996 bis April 2000; Regierungsrätin: von Juli 2000 bis Mai 2012; Regierungspräsidentin: von Juni 2006 bis Juni 2007 und von Juni 2011 bis Mai 2012,11/30/2015,,"Kirchberg (SG),Jonschwil (SG)",12/22/1963,
0,Armin,Kern,m,Zürich,ZH,Nationalrat,Fraktion der Autopartei,A,,,,,,,11/25/1991,12/3/1995,Buchberg (SH),3/13/1933,6/2/2015
0,Johann Conrad,Kern,m,Thurgau,TG,Nationalrat,Linke,LG,Liberale,Lib*,,,,,11/6/1848,8/1/1854,Berlingen (TG),6/11/1808,4/14/1888
0,Hans,Kern,m,Zürich,ZH,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,3/13/1934,12/1/1935,"Zürich (ZH),Bülach (ZH)",2/5/1867,11/8/1940
0,Johann Conrad,Kern,m,Thurgau,TG,Ständerat,Linke,LG,Liberale,Lib*,,,,,7/2/1855,12/6/1857,Berlingen (TG),6/11/1808,4/14/1888
0,Johann Conrad,Kern,m,Thurgau,TG,Nationalrat,Linke,LG,Liberale,Lib*,,,,,11/6/1848,8/1/1854,Berlingen (TG),6/11/1808,4/14/1888
0,Johann Conrad,Kern,m,Thurgau,TG,Nationalrat,Linke,LG,Liberale,Lib*,,,,,11/6/1848,8/1/1854,Berlingen (TG),6/11/1808,4/14/1888
0,Heinrich,Kern,m,Zürich,ZH,Nationalrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,3/25/1895,11/30/1902,"Zürich (ZH),Bülach (ZH)",5/15/1853,10/18/1923
0,Margrit,Kessler,f,St. Gallen,SG,Nationalrat,Grünliberale Fraktion,GL,Grünliberale Partei,glp,verheiratet,Luzern,Luzern,,12/5/2011,11/29/2015,Schaffhausen (SH),12/25/1948,
0,Alois,Kessler,m,Schwyz,SZ,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,3/5/1979,11/25/1979,Schübelbach (SZ),10/23/1925,1/16/1994
0,Karl,Ketterer,m,Zürich,ZH,Nationalrat,Fraktion des Landesrings,U,Landesring der Unabhängigen,LdU,,,,,6/7/1966,11/30/1975,"Winterthur (ZH),Elgg (ZH)",7/1/1911,6/22/1977
0,Margret,Kiener Nellen,f,Bern,BE,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,verheiratet,Bern,Bern,Exekutive der Gemeinde Bolligen: von 1992 bis 2008; Gemeindepräsidentin: von 2001 bis 2008; Legislative des Kantons (Grossrätin): von April 1990 bis November 2003,12/1/2003,12/2/2007,"Bolligen (BE),Baltschieder (VS)",4/17/1953,
1,Margret,Kiener Nellen,f,Bern,BE,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,verheiratet,Bern,Bern,Exekutive der Gemeinde Bolligen: von 1992 bis 2008; Gemeindepräsidentin: von 2001 bis 2008; Legislative des Kantons (Grossrätin): von April 1990 bis November 2003,11/30/2015,,"Bolligen (BE),Baltschieder (VS)",4/17/1953,
0,Margret,Kiener Nellen,f,Bern,BE,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,verheiratet,Bern,Bern,Exekutive der Gemeinde Bolligen: von 1992 bis 2008; Gemeindepräsidentin: von 2001 bis 2008; Legislative des Kantons (Grossrätin): von April 1990 bis November 2003,12/3/2007,12/4/2011,"Bolligen (BE),Baltschieder (VS)",4/17/1953,
0,Margret,Kiener Nellen,f,Bern,BE,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,verheiratet,Bern,Bern,Exekutive der Gemeinde Bolligen: von 1992 bis 2008; Gemeindepräsidentin: von 2001 bis 2008; Legislative des Kantons (Grossrätin): von April 1990 bis November 2003,12/5/2011,11/29/2015,"Bolligen (BE),Baltschieder (VS)",4/17/1953,
0,Friedrich,Kilian,m,Bern,BE,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,7/1/1861,12/6/1863,Aarberg (BE),1/1/1821,6/15/1882
0,Karl,Killer,m,Aargau,AG,Ständerat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/6/1943,1/7/1948,"Gebenstorf (AG),Baden (AG)",6/26/1878,1/7/1948
0,Karl,Killer,m,Aargau,AG,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/1/1919,12/5/1943,"Gebenstorf (AG),Baden (AG)",6/26/1878,1/7/1948
0,Hans,Killer,m,Aargau,AG,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Baden,Aargau,Exekutive der Gemeinde: von Januar 1986 bis März 2007; Gemeindeammann: von Januar 1990 bis März 2007; Legislative des Kantons: von März 1993 bis Januar 2008,12/3/2007,12/4/2011,Turgi (AG),3/9/1948,
0,Hans,Killer,m,Aargau,AG,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Baden,Aargau,Exekutive der Gemeinde: von Januar 1986 bis März 2007; Gemeindeammann: von Januar 1990 bis März 2007; Legislative des Kantons: von März 1993 bis Januar 2008,12/5/2011,11/29/2015,Turgi (AG),3/9/1948,
0,Hermann G. D.,Kinkelin,m,Basel-Stadt,BS,Nationalrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/1/1890,12/3/1899,Basel (BS),11/11/1832,1/2/1913
0,Max,Kistler,m,Luzern,LU,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/5/1955,12/6/1959,"Luzern (LU),Aarberg (BE)",5/23/1914,11/29/1991
0,Gottfried,Klaus,m,Solothurn,SO,Ständerat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/6/1943,8/7/1963,Walliswil b. Wangen (BE),11/25/1899,8/7/1963
0,H.-Auguste,Klaye,m,Bern,BE,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/5/1870,11/30/1890,Neuenstadt (BE),9/22/1821,12/24/1898
0,Wilhelm,Klein,m,Basel-Stadt,BS,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/5/1881,5/12/1887,Basel (BS),10/7/1825,5/12/1887
0,Wilhelm,Klein,m,Basel-Stadt,BS,Ständerat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,6/6/1881,10/1/1881,Basel (BS),10/7/1825,5/12/1887
0,Wilhelm,Klein,m,Basel-Stadt,BS,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/7/1863,12/1/1878,Basel (BS),10/7/1825,5/12/1887
0,Marianne,Kleiner,f,Appenzell A.-Rh.,AR,Nationalrat,Freisinnig-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,verheiratet,Gossau,St. Gallen,Exekutive des Kantons: von April 1994 bis Mai 2003; Landammann: von April 1997 bis Mai 2000,12/1/2003,12/2/2007,Rorschacherberg (SG),5/29/1947,
0,Marianne,Kleiner,f,Appenzell A.-Rh.,AR,Nationalrat,Freisinnig-demokratische Fraktion,RL,Freisinnig-Demokratische Partei der Schweiz,FDP,verheiratet,Gossau,St. Gallen,Exekutive des Kantons: von April 1994 bis Mai 2003; Landammann: von April 1997 bis Mai 2000,12/3/2007,12/4/2011,Rorschacherberg (SG),5/29/1947,
0,Walter,Klingler,m,St. Gallen,SG,Nationalrat,Katholisch-Konservative Fraktion,K,Konservative,Kons*,,,,,12/3/1951,12/4/1955,Gossau (SG),6/29/1898,3/27/1967
0,Walter,Klingler,m,St. Gallen,SG,Nationalrat,Konservativ-christlichsoziale Fraktion,K,Konservativ-christlichsoziale Volkspartei der Schweiz,KK,,,,,12/7/1959,3/27/1967,Gossau (SG),6/29/1898,3/27/1967
0,Theodor,Kloter,m,Zürich,ZH,Nationalrat,Fraktion des Landesrings,U,Landesring der Unabhängigen,LdU,,,,,12/4/1967,11/28/1971,"Meilen (ZH),Lengnau (AG)",3/4/1916,4/30/1990
0,Theodor,Kloter,m,Zürich,ZH,Nationalrat,Fraktion des Landesrings,U,Landesring der Unabhängigen,LdU,,,,,9/17/1973,11/27/1983,"Meilen (ZH),Lengnau (AG)",3/4/1916,4/30/1990
0,Emil,Klöti,m,Zürich,ZH,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/1/1919,9/14/1930,"Winterthur (ZH),Zürich (ZH)",10/17/1877,9/30/1963
0,Emil,Klöti,m,Zürich,ZH,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/1/1919,9/14/1930,"Winterthur (ZH),Zürich (ZH)",10/17/1877,9/30/1963
0,Emil,Klöti,m,Zürich,ZH,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/1/1919,9/14/1930,"Winterthur (ZH),Zürich (ZH)",10/17/1877,9/30/1963
0,Emil,Klöti,m,Zürich,ZH,Ständerat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,9/14/1930,12/4/1955,"Winterthur (ZH),Zürich (ZH)",10/17/1877,9/30/1963
1,Hansjörg,Knecht,m,Aargau,AG,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Leuggern,Aargau,Exekutive der Gemeinde (Gemeinderat) Leibstadt: von Januar 1990 bis Dezember 1997; Legislative des Kantons (Grossrat): von März 1996 bis Januar 2012,11/30/2015,,Leibstadt (AG),3/24/1960,
0,Hansjörg,Knecht,m,Aargau,AG,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Leuggern,Aargau,Exekutive der Gemeinde (Gemeinderat) Leibstadt: von Januar 1990 bis Dezember 1997; Legislative des Kantons (Grossrat): von März 1996 bis Januar 2012,12/5/2011,11/29/2015,Leibstadt (AG),3/24/1960,
0,Johannes,Knechtenhofer,m,Bern,BE,Nationalrat,Evangelische Rechte (ref. cons.),ER,Reformiert Konservative,RKons*,,,,,7/1/1850,11/30/1851,Thun (BE),3/14/1793,3/9/1865
0,Arnold L. E.,Knellwolf,m,Bern,BE,Nationalrat,Sozialdemokratische Fraktion,S,Grütlianer und Sozialdemokraten,Grut&SP*,,,,,12/3/1917,11/1/1919,Herisau (AR),5/19/1865,1/2/1945
0,Kaspar,Knobel,m,Schwyz,SZ,Nationalrat,Katholisch-Konservative Fraktion,K,Konservative,Kons*,,,,,12/6/1943,1/4/1953,Altendorf (SZ),2/23/1882,1/4/1953
0,L. Kaspar,Knobel,m,Schwyz,SZ,Nationalrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/4/1905,12/16/1909,Altendorf (SZ),4/22/1842,12/16/1909
0,Josef Martin,Knüsel,m,Luzern,LU,Nationalrat,Linke,LG,Liberale,Lib*,,,,,12/2/1878,12/4/1881,Luzern (LU),11/6/1813,1/14/1889
0,Josef Martin,Knüsel,m,Luzern,LU,Bundesrat,,,Liberale,Lib*,,,,,7/14/1855,12/31/1875,Luzern (LU),11/6/1813,1/14/1889
0,Josef Martin,Knüsel,m,Luzern,LU,Nationalrat,Linke,LG,Liberale,Lib*,,,,,12/4/1854,7/1/1855,Luzern (LU),11/6/1813,1/14/1889
0,Peter,Knüsel,m,Luzern,LU,Ständerat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,11/29/1971,11/29/1987,Udligenswil (LU),10/21/1923,
0,Peter,Knüsel,m,Luzern,LU,Nationalrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/1/1902,12/2/1928,"Luzern (LU),Udligenswil (LU)",2/20/1857,1/14/1944
0,Karl,Kobelt,m,St. Gallen,SG,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/4/1939,12/10/1940,Marbach (SG),8/1/1891,1/6/1968
0,Karl,Kobelt,m,St. Gallen,SG,Bundesrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/10/1940,12/31/1954,Marbach (SG),8/1/1891,1/6/1968
0,Josef Anton,Koch,m,Thurgau,TG,Nationalrat,,,Grütlianer,Grüt*,,,,,12/1/1890,6/7/1898,Obersommeri (TG),2/10/1834,6/7/1898
0,Ursula,Koch,f,Zürich,ZH,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,geschieden,Zürich,Zürich,Gem. Exek. 86 - 98; Kt. Leg. 79 - 86,12/6/1999,5/10/2000,Zürich (ZH),7/1/1941,
0,Felix,Koch,m,Bern,BE,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/3/1917,7/28/1918,Tamins (GR),8/8/1882,7/28/1918
0,Alphons,Koechlin,m,Basel-Stadt,BS,Ständerat,Mitte,MC,Juste milieu/Zentrum (BS),Zent (BS)*,,,,,7/2/1866,12/5/1875,Basel (BS),4/6/1821,2/6/1893
0,Carl,Koechlin,m,Basel-Stadt,BS,Nationalrat,,,Liberale Partei der Schweiz,LPS,,,,,6/8/1897,11/30/1902,Basel (BS),11/5/1856,2/2/1914
0,Alphons,Koechlin,m,Basel-Stadt,BS,Ständerat,Mitte,MC,Juste milieu/Zentrum (BS),Zent (BS)*,,,,,7/2/1866,12/5/1875,Basel (BS),4/6/1821,2/6/1893
0,Alphons,Koechlin,m,Basel-Stadt,BS,Ständerat,Mitte,MC,Juste milieu/Zentrum (BS),Zent (BS)*,,,,,7/2/1866,12/5/1875,Basel (BS),4/6/1821,2/6/1893
0,Peter,Kofmel,m,Solothurn,SO,Nationalrat,Freisinnig-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,verheiratet,Deitingen,Solothurn,"Gemeinderat Deitingen von 1981 bis 1987, Kantonsrat SO von 1985 bis 1995",12/4/1995,11/30/2003,Deitingen (SO),9/16/1956,
0,Simon,Kohler,m,Bern,BE,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/7/1959,11/30/1975,"Courgenay (JU),Seehof (BE)",9/26/1916,4/20/1990
0,Pierre,Kohler,m,Jura,JU,Nationalrat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Delémont,Jura,"Législatif communal: Conseil de Ville de Delémont, janvier 1989 au 31 décembre 1990.
Législatif communal: Conseiller de Ville suppléant à Delémont, janvier 1985 au 31 décembre 1988.
Législatif cantonal: Parlement de la République et Canton de Jura, député-suppléant 19 décembre 1986 au 9 décembre 1987, député 10 décembre 1987 au 11 février 1993.
Exécutif cantonal: Gouvernement de la République et Canton de Jura, Ministre de l'environnement et de l'Equipement du 1er octobre 1993 au 31 décembre 2002; Président du Gouvernement en 1995 et 2000",12/1/2003,12/2/2007,"Elay (BE),Delémont (JU)",2/3/1964,
0,Simon,Kohler,m,Bern,BE,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/7/1959,11/30/1975,"Courgenay (JU),Seehof (BE)",9/26/1916,4/20/1990
0,Friedrich S.,Kohler,m,Bern,BE,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,11/6/1848,11/30/1851,Nidau (BE),4/24/1795,1/29/1871
0,Raoul,Kohler,m,Bern,BE,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,11/29/1971,11/24/1991,Seehof (BE),12/8/1921,9/18/2013
0,Walter,Kohler,m,Aargau,AG,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,6/23/1938,11/30/1947,Unterbözberg (AG),5/1/1887,5/21/1964
0,Johann Baptist,Kölbener,m,Appenzell I.-Rh.,AI,Ständerat,Linke,LG,Liberale,Lib*,,,,,7/3/1865,9/7/1865,Appenzell (AI),2/6/1826,9/7/1865
0,Johann Anton,Kölbener,m,Appenzell I.-Rh.,AI,Ständerat,Unbekannt,?,Liberale,Lib*,,,,,2/19/1866,10/12/1868,Appenzell (AI),8/29/1828,10/12/1868
0,Karl Aug.,Koller,m,Zürich,ZH,Nationalrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,9/16/1907,11/1/1919,"Winterthur (ZH),Thalwil (ZH)",2/25/1863,1/5/1920
0,Arnold,Koller,m,Appenzell I.-Rh.,AI,Nationalrat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Appenzell,Appenzell I.-Rh.,,11/29/1971,12/31/1986,"Oberbüren (SG),Gossau (SG)",8/29/1933,
0,Arnold,Koller,m,Appenzell I.-Rh.,AI,Nationalrat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Appenzell,Appenzell I.-Rh.,,11/29/1971,12/31/1986,"Oberbüren (SG),Gossau (SG)",8/29/1933,
0,Arnold,Koller,m,Appenzell I.-Rh.,AI,Bundesrat,,,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Appenzell,Appenzell I.-Rh.,,12/10/1986,4/30/1999,"Oberbüren (SG),Gossau (SG)",8/29/1933,
0,Arnold,Koller,m,Appenzell I.-Rh.,AI,Nationalrat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Appenzell,Appenzell I.-Rh.,,11/29/1971,12/31/1986,"Oberbüren (SG),Gossau (SG)",8/29/1933,
0,Gabriel,Kolly,m,Freiburg,FR,Nationalrat,"Bauern,-Gewerbe- und Bürgerfraktion",BGB,"Bauern-, Gewerbe- und Bürgerpartei",BGB,,,,,12/5/1960,12/1/1963,Essert (FR),7/29/1905,5/4/1974
0,Walter,König,m,Bern,BE,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/7/1959,10/1/1965,Wiggiswil (BE),4/9/1908,7/4/2003
0,Richard,König,m,Bern,BE,Nationalrat,"Bauern,-Gewerbe- und Bürgerfraktion",BGB,"Bauern-, Gewerbe- und Bürgerpartei",BGB,,,,,12/1/1919,6/1/1934,Wiggiswil (BE),8/22/1890,1/11/1949
0,Karl Gustav,König,m,Bern,BE,Ständerat,Fraktionslos,-,Undefinierbar,?,,,,,3/1/1867,11/1/1868,Bern (BE),12/19/1828,5/23/1892
0,Gustav,König,m,Bern,BE,Nationalrat,Liberale demokratische Fraktion,LD,Demokratisch-konservative,DemKons*,,,,,6/1/1908,12/2/1917,Bern (BE),3/21/1863,3/26/1934
0,Walter,König,m,Zürich,ZH,Nationalrat,Fraktion des Landesrings,U,Landesring der Unabhängigen,LdU,,,,,12/3/1951,12/4/1955,"Zürich (ZH),Glarus (GL)",1/13/1908,2/20/1985
0,Walter,König,m,Zürich,ZH,Nationalrat,Fraktion des Landesrings,U,Landesring der Unabhängigen,LdU,,,,,12/7/1959,11/25/1979,"Zürich (ZH),Glarus (GL)",1/13/1908,2/20/1985
0,Bernhard,König,m,Bern,BE,Nationalrat,Fraktionslos,-,Republikanische und nationale Fraktion,N,,,,,2/28/1972,11/30/1975,Wiggiswil (BE),12/28/1914,5/16/2011
0,Bernhard,König,m,Bern,BE,Nationalrat,Republikanische und nationale Fraktion,P,Republikanische und nationale Fraktion,N,,,,,2/28/1972,11/30/1975,Wiggiswil (BE),12/28/1914,5/16/2011
0,Jochen Ulrich,Könz,m,Graubünden,GR,Ständerat,Linke,LG,Liberale,Lib*,,,,,7/1/1872,6/1/1873,Guarda (GR),3/2/1819,3/7/1901
0,Elisabeth,Kopp,f,Zürich,ZH,Bundesrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,10/2/1984,1/12/1989,"Zumikon (ZH),Luzern (LU)",12/16/1936,
0,Alois,Kopp,m,Luzern,LU,Nationalrat,,,Konservative,Kons*,,,,,12/1/1851,11/1/1859,Ebikon (LU),7/26/1827,4/21/1891
0,Jakob,Kopp,m,Luzern,LU,Nationalrat,Mitte,MC,Liberale,Lib*,,,,,11/6/1848,12/3/1854,Beromünster (LU),4/22/1786,1/22/1859
0,Elisabeth,Kopp,f,Zürich,ZH,Nationalrat,Freisinnig-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,11/26/1979,10/2/1984,"Zumikon (ZH),Luzern (LU)",12/16/1936,
0,Alois,Kopp,m,Luzern,LU,Ständerat,,,Konservative,Kons*,,,,,7/3/1871,3/1/1879,Ebikon (LU),7/26/1827,4/21/1891
0,Alois,Kopp,m,Luzern,LU,Ständerat,,,Konservative,Kons*,,,,,7/3/1871,3/1/1879,Ebikon (LU),7/26/1827,4/21/1891
0,Alois,Kopp,m,Luzern,LU,Ständerat,,,Konservative,Kons*,,,,,7/3/1871,3/1/1879,Ebikon (LU),7/26/1827,4/21/1891
1,Roger,Köppel,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Zürich,Zürich,,11/30/2015,,"Küsnacht (ZH),Widnau (SG)",3/21/1965,
0,Hans,Korner,m,Luzern,LU,Nationalrat,Konservativ-christlichsoziale Fraktion,K,Konservativ-christlichsoziale Volkspartei der Schweiz,KK,,,,,12/2/1963,12/11/1968,"Willisau Land (LU),Luzern (LU)",6/16/1912,6/12/1991
0,Fritz,Krauchthaler,m,Bern,BE,Ständerat,"Bauern,-Gewerbe- und Bürgerfraktion",BGB,Schweizerische Volkspartei,SVP,,,,,11/29/1971,11/25/1979,Wynigen (BE),8/15/1915,12/14/2002
0,Johann Georg,Kreis,m,Thurgau,TG,Nationalrat,Linke,LG,Liberale,Lib*,,,,,11/6/1848,5/24/1863,Zihlschlacht (TG),9/2/1803,5/24/1863
0,Kaspar L.,Krieg,m,Schwyz,SZ,Ständerat,,,Konservative,Kons*,,,,,11/4/1850,11/1/1852,Altendorf (SZ),6/4/1820,3/31/1870
0,Kaspar L.,Krieg,m,Schwyz,SZ,Ständerat,,,Konservative,Kons*,,,,,11/6/1848,9/1/1849,Altendorf (SZ),6/4/1820,3/31/1870
0,Marcel-René,Krügel,m,Neuenburg,NE,Nationalrat,Liberal-demokratische Fration,L,Liberale Partei der Schweiz,LPS,,,,,9/28/1933,6/1/1940,"Escholzmatt (LU),Travers (NE)",1/31/1893,4/3/1973
0,Albert,Krummenacher,m,Luzern,LU,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,6/1/1970,11/28/1971,"Hochdorf (LU),Emmen (LU)",11/19/1919,4/18/1984
0,Niklaus,Küchler,m,Obwalden,OW,Ständerat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Alpnach,Obwalden,"Kantonsrat von 1973 bis 1987
Präsident des CVP-Kantonpartei",6/2/1986,4/29/1998,Alpnach (OW),3/3/1941,
0,Charles-L.,Kuhn,m,Bern,BE,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/2/1878,3/1/1886,"Pruntrut (JU),Biel (BE)",11/24/1831,1/10/1888
0,Niklaus,Kuhn,m,Zürich,ZH,Nationalrat,LdU/EVP-Fraktion,U,Evangelische Volkspartei der Schweiz,EVP,,,,,3/5/1990,11/24/1991,"Oberuzwil (SG),Zürich (ZH)",9/16/1934,
0,Katrin,Kuhn,f,Aargau,AG,Nationalrat,Grüne Fraktion,G,Grüne Partei der Schweiz,GPS,verheiratet,Zürich,Zürich,Grossrätin 1989-1999,3/1/1999,12/5/1999,Wohlen (AG),8/28/1953,
0,Josef,Kühne,m,St. Gallen,SG,Nationalrat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Rapperswil,St. Gallen,"Gemeinde Exekutive von 1984 bis 1996, Kantonale Legislative von 1972 bis 1980",11/26/1979,12/3/1995,Rieden (SG),10/4/1938,
0,Josef,Kühne,m,St. Gallen,SG,Nationalrat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Rapperswil,St. Gallen,"Gemeinde Exekutive von 1984 bis 1996, Kantonale Legislative von 1972 bis 1980",12/4/1995,12/5/1999,Rieden (SG),10/4/1938,
0,Karl,Kümin,m,Schwyz,SZ,Ständerat,,,Konservative,Kons*,,,,,12/7/1885,12/3/1905,Wollerau (SZ),11/22/1835,1/7/1906
0,Albert,Kündig,m,Zürich,ZH,Nationalrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/7/1891,8/20/1908,Pfäffikon (ZH),4/30/1838,8/20/1908
0,Markus,Kündig,m,Zug,ZG,Ständerat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,,,,,3/4/1974,12/16/1994,Sarmenstorf (AG),10/12/1931,11/13/2011
0,Roderich Albert,Kunkler,m,St. Gallen,SG,Nationalrat,Linke,LG,Liberale,Lib*,,,,,6/18/1883,1/1/1886,St. Gallen (SG),7/1/1846,11/3/1900
0,Joseph,Kuntschen,m,Wallis,VS,Nationalrat,,,Konservative,Kons*,,,,,12/1/1890,3/1/1921,Sitten (VS),11/12/1849,4/16/1928
0,Joseph,Kuntschen,m,Wallis,VS,Nationalrat,,,Konservative,Kons*,,,,,12/1/1890,3/1/1921,Sitten (VS),11/12/1849,4/16/1928
0,Joseph,Kuntschen,m,Wallis,VS,Nationalrat,Katholisch-Konservative Fraktion,K,Konservative,Kons*,,,,,12/3/1928,12/1/1935,Sitten (VS),4/21/1883,12/5/1954
0,Joseph,Kuntschen,m,Wallis,VS,Nationalrat,,,Konservative,Kons*,,,,,12/1/1890,3/1/1921,Sitten (VS),11/12/1849,4/16/1928
0,Joseph,Kuntschen,m,Wallis,VS,Nationalrat,Katholisch-Konservative Fraktion,K,Konservative,Kons*,,,,,12/7/1937,11/30/1947,Sitten (VS),4/21/1883,12/5/1954
0,Gottfried,Kunz,m,Bern,BE,Ständerat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,4/2/1907,11/1/1919,Diemtigen (BE),12/12/1859,1/5/1930
0,Josef,Kunz,m,Luzern,LU,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Grosswangen,Luzern,,12/3/2007,12/4/2011,Grosswangen (LU),6/1/1945,
0,Paul,Kunz,m,Bern,BE,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,9/22/1947,12/4/1955,Bubendorf (BL),10/12/1886,6/3/1967
0,Josef,Kunz,m,Luzern,LU,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Grosswangen,Luzern,,12/1/2003,12/2/2007,Grosswangen (LU),6/1/1945,
